"id","authors","year","title","journal","doi","type","status","population","sample","method","finding","limitations","source_url","last_human_verified"
"colquitt-2001-meta","Colquitt, J. A., Conlon, D. E., Wesson, M. J., Porter, C. O. L. H., & Ng, K. Y.","2001","Justice at the Millennium: A Meta-Analytic Review of 25 Years of Organizational Justice Research","Journal of Applied Psychology, 86(3), 425–445","10.1037/0021-9010.86.3.425","meta-analysis","peer-reviewed","組織的公正研究","183研究","4次元と態度・行動結果を統合","次元は相関するが、複数の結果へ独自の説明力を持つ","観察研究が中心|共通方法バイアス|2000年以前の研究","https://doi.org/10.1037/0021-9010.86.3.425","2026-07-12"
"cohen-charash-2001","Cohen-Charash, Y., & Spector, P. E.","2001","The Role of Justice in Organizations: A Meta-Analysis","Organizational Behavior and Human Decision Processes, 86(2), 278–321","10.1006/obhd.2001.2958","meta-analysis","peer-reviewed","組織的公正研究","統合研究群。詳細は原文参照","先行要因と結果、測定・文化等の調整要因を統合","公正次元が満足、コミットメント、信頼、業績、離脱等と関連","横断研究中心|尺度と結果の異質性|因果確定ではない|2002年の出版社訂正記事も参照","https://doi.org/10.1006/obhd.2001.2958","2026-07-12"
"cohen-charash-erratum-2002","Cohen-Charash, Y., & Spector, P. E.","2002","Erratum to “The Role of Justice in Organizations: A Meta-Analysis”","Organizational Behavior and Human Decision Processes, 89(2), 1215","10.1016/S0749-5978(02)00040-7","published erratum","publisher correction","Cohen-Charash & Spector（2001）の訂正","該当なし","出版社による訂正記事","原論文の利用時に訂正記事も確認する必要がある","訂正本文と原論文を合わせて参照する","https://doi.org/10.1016/S0749-5978(02)00040-7","2026-07-12"
"colquitt-noe-2002","Colquitt, J. A., Noe, R. A., & Jackson, C. L.","2002","Justice in Teams: Antecedents and Consequences of Procedural Justice Climate","Personnel Psychology, 55(1), 83–109","10.1111/j.1744-6570.2002.tb00104.x","team-level field study","peer-reviewed","製造業の作業チーム","チーム標本。詳細は原文参照","手続き的公正の平均と合意度、業績・欠勤を分析","公正風土の水準と強さがチーム結果に関係","単一企業文脈|集約条件が必要|個人得点を単純平均できない","https://doi.org/10.1111/j.1744-6570.2002.tb00104.x","2026-07-12"
"tyler-blader-2003","Tyler, T. R., & Blader, S. L.","2003","The Group Engagement Model: Procedural Justice, Social Identity, and Cooperative Behavior","Personality and Social Psychology Review, 7(4), 349–361","10.1207/S15327957PSPR0704_07","integrative theory review","peer-reviewed","集団・組織での協力行動","理論・実証研究の統合","手続き、アイデンティティ、協力のモデル化","公正な手続きが尊重・所属を通じ協力へ関係する枠組みを提示","因果効果量の統合ではない|所属の強調が異論抑制にならない注意","https://doi.org/10.1207/S15327957PSPR0704_07","2026-07-12"
"kivimaki-2005","Kivimäki, M., Ferrie, J. E., Brunner, E., et al.","2005","Justice at Work and Reduced Risk of Coronary Heart Disease Among Employees: The Whitehall II Study","Archives of Internal Medicine, 165(19), 2245–2251","10.1001/archinte.165.19.2245","prospective cohort","peer-reviewed","英国男性公務員","6,442人、平均8.7年追跡","公正認知と冠動脈疾患発症を前向きに分析","高い公正認知と低い冠動脈疾患リスクの関連を報告","男性公務員に限定|観察研究|残余交絡|単一研究で因果確定できない","https://doi.org/10.1001/archinte.165.19.2245","2026-07-12"
"ambrose-schminke-2009","Ambrose, M. L., & Schminke, M.","2009","The Role of Overall Justice Judgments in Organizational Justice Research: A Test of Mediation","Journal of Applied Psychology, 94(2), 491–500","10.1037/a0013203","two-study field research","peer-reviewed","従業員と上司","2研究","個別次元から全体的公正判断、態度・行動への媒介を検討","全体的公正判断が個別次元と結果の関係を媒介する可能性","観察研究|全体判断は具体的改善箇所を隠し得る","https://doi.org/10.1037/a0013203","2026-07-12"
"inoue-2009-scale","Inoue, A., Kawakami, N., Tsutsumi, A., et al.","2009","Reliability and Validity of the Japanese Version of the Organizational Justice Questionnaire","Journal of Occupational Health, 51(1), 74–83","10.1539/joh.L8042","Japanese scale validation","peer-reviewed","日本の製造業労働者","男性185人、女性58人（計243人）","Moorman修正版OJQの翻訳、内的一貫性、因子・構成概念妥当性を検討","手続き・相互作用的公正について概ね許容可能な信頼性・妥当性","単一工場・小規模|女性標本で因子構造差|4次元尺度ではない","https://doi.org/10.1539/joh.L8042","2026-07-12"
"inoue-2010-cross","Inoue, A., Kawakami, N., Ishizaki, M., et al.","2010","Organizational Justice, Psychological Distress, and Work Engagement in Japanese Workers","International Archives of Occupational and Environmental Health, 83(1), 29–38","10.1007/s00420-009-0485-7","Japanese cross-sectional study","peer-reviewed","日本の製造業労働者","243人","手続き・相互作用的公正、K6、UWES、仕事ストレス要因の媒介分析","公正は心理的不調と負、エンゲージメントと正に関連","横断研究|単一工場|因果・媒介方向を確定しない","https://doi.org/10.1007/s00420-009-0485-7","2026-07-12"
"ndjaboue-2012","Ndjaboué, R., Brisson, C., & Vézina, M.","2012","Organisational Justice and Mental Health: A Systematic Review of Prospective Studies","Occupational and Environmental Medicine, 69(10), 694–700","10.1136/oemed-2011-100595","systematic review of prospective studies","peer-reviewed","工業化国の労働者","11前向き研究","1990–2010年の公正と精神健康の前向き研究をレビュー","低い組織的公正と不良な精神健康の時間的関連を支持","研究数が少ない|尺度・調整変数の異質性|DCS/ERIからの独立性は研究により異なる","https://doi.org/10.1136/oemed-2011-100595","2026-07-12"
"robbins-2012","Robbins, J. M., Ford, M. T., & Tetrick, L. E.","2012","Perceived Unfairness and Employee Health: A Meta-Analytic Integration","Journal of Applied Psychology, 97(2), 235–272","10.1037/a0025408","meta-analysis","peer-reviewed","労働者の不公正・心理的契約研究","統合研究群。詳細は原文参照","公正の種類、健康指標、方法特性を統合","不公正認知は身体・精神健康指標と関連","自己報告と横断研究が多い|健康指標が異質|因果確定ではない","https://doi.org/10.1037/a0025408","2026-07-12"
"inoue-2013-prospective","Inoue, A., Kawakami, N., Tsuno, K., Tomioka, K., & Nakanishi, M.","2013","Organizational Justice and Psychological Distress Among Permanent and Non-permanent Employees in Japan: A Prospective Cohort Study","International Journal of Behavioral Medicine, 20(2), 265–276","10.1007/s12529-012-9224-7","Japanese prospective cohort","peer-reviewed","日本の製造企業5事業所の労働者","男性373人、女性644人、1年追跡","雇用契約・性別ごとに公正と後のK6心理的不調を分析","低い手続き的公正が非正規女性の後の心理的不調を予測","一企業|下位群で検出力不足|全雇用群に一様な結果ではない","https://doi.org/10.1007/s12529-012-9224-7","2026-07-12"
"colquitt-2013","Colquitt, J. A., Scott, B. A., Rodell, J. B., et al.","2013","Justice at the Millennium, a Decade Later: A Meta-Analytic Test of Social Exchange and Affect-Based Perspectives","Journal of Applied Psychology, 98(2), 199–236","10.1037/a0031757","meta-analysis","peer-reviewed","組織的公正研究","493独立標本","社会的交換と感情による公正—行動関係の媒介・調整を統合","信頼・コミットメント・支援・LMXや感情が一部の関係を媒介","観察研究が多い|媒介メタ分析は因果の証明ではない|研究間異質性","https://doi.org/10.1037/a0031757","2026-07-12"
"rupp-2014","Rupp, D. E., Shao, R., Jones, K. S., & Liao, H.","2014","The Utility of a Multifoci Approach to the Study of Organizational Justice","Organizational Behavior and Human Decision Processes, 123(2), 159–185","10.1016/j.obhdp.2013.10.011","meta-analysis","peer-reviewed","多焦点の公正研究","統合研究群。詳細は原文参照","組織・上司等の公正の主体と結果の対象を統合","誰が公正・不公正だったかという焦点を合わせる価値を支持","一次研究の焦点ラベルが異質|因果確定ではない","https://doi.org/10.1016/j.obhdp.2013.10.011","2026-07-12"
"nakagawa-2015","Nakagawa, Y., Inoue, A., Kawakami, N., et al.","2015","Change in Organizational Justice and Job Performance in Japanese Employees: A Prospective Cohort Study","Journal of Occupational Health, 57(4), 388–393","10.1539/joh.14-0212-BR","Japanese prospective cohort","peer-reviewed","日本の製造業労働者","男性425人、女性683人、1年追跡","公正の変化群と後の自己報告業績を分析","手続き的公正が安定して高い群は安定して低い群より後の業績が高かった","一企業|自己報告業績|変化の二分法|相互作用的公正では有意差なし","https://doi.org/10.1539/joh.14-0212-BR","2026-07-12"
"hayashi-2017","Hayashi, T., Odagiri, Y., Takamiya, T., Ohya, Y., & Inoue, S.","2017","Organizational Justice and Insomnia: A Prospective Cohort Study Examining Insomnia Onset and Persistence","International Archives of Occupational and Environmental Health, 90(1), 133–140","10.1007/s00420-016-1183-x","Japanese prospective cohort","peer-reviewed","日本の民間企業労働者","1,588人、1年追跡","4次元公正と不眠の発症・持続を分析","低い全体的公正と一部次元が不眠発症・持続に関連","自己報告|調整後に一部関連が非有意|観察研究","https://doi.org/10.1007/s00420-016-1183-x","2026-07-12"
"inoue-2019-care","Inoue, A., Tsutsumi, A., Eguchi, H., & Kawakami, N.","2019","Organizational Justice and Refraining from Seeking Medical Care Among Japanese Employees: A 1-Year Prospective Cohort Study","International Journal of Behavioral Medicine, 26(1), 76–84","10.1007/s12529-018-9756-6","Japanese prospective cohort","peer-reviewed","日本の製造工場労働者","2,695人、1年追跡","手続き・相互作用的公正と受診控えを性別に分析","低い公正と後の受診控えの高いオッズが関連","二工場|受診控えは単一項目|医療アクセス等の残余交絡","https://doi.org/10.1007/s12529-018-9756-6","2026-07-12"
"scalabrin-2022","Scalabrin, A., Silva, A. T. C., & Menezes, P. R.","2022","Organizational Justice and Cardiometabolic Disease: A Systematic Review","Ciência & Saúde Coletiva, 27(9), 3517–3530","10.1590/1413-81232022279.23482021en","systematic review","peer-reviewed","成人労働者","1,959件から8研究を採用","公正と心血管・代謝疾患の研究を系統的にレビューし品質評価","高い公正認知と低い心血管・代謝疾患リスクの関連を報告","採用研究8件|観察研究|アウトカム・尺度の異質性|因果確定ではない","https://doi.org/10.1590/1413-81232022279.23482021en","2026-07-12"
"ilo-c111","International Labour Organization","1958","Discrimination (Employment and Occupation) Convention, 1958 (No. 111)","International Labour Organization NORMLEX","","international labour standard","official legal standard","雇用・職業における差別","該当なし","ILO条約として差別の定義と加盟国の政策原則を規定","雇用・職業上の差別は、公正認知とは別に権利・制度として検討する必要がある","各国の批准状況・国内法を別途確認|個別案件の法的助言ではない","https://normlex.ilo.org/dyn/nrmlx_en/f?p=NORMLEXPUB:12100:0::NO::P12100_ILO_CODE:C111","2026-07-12"
"who-2022","World Health Organization","2022","WHO Guidelines on Mental Health at Work","World Health Organization, ISBN 9789240053052","","official evidence-based guideline","official guideline","働く人と職場","組織介入、管理職・労働者研修、個人介入、復職等のエビデンス","ガイドライン開発手続に基づく推奨","心理社会的リスクへ対処する組織介入等を推奨","組織的公正専用ガイドラインではない|各国制度への適用が必要","https://www.who.int/publications/i/item/9789240053052","2026-07-12"
