"id","claim","label","directness","relationship","scope","sources","limits","last_human_verified"
"CF-C14","職場いじめ曝露は、精神健康、身体症状、仕事満足、離職意向等の不良と関連する。","A","対立直接研究","メタ分析健康","職場・組織","nielsen-einarsen-2012|verkuil-2015","自己報告・観察研究中心|医療診断ではない","2026-07-12"
"CF-C15","セクシュアルハラスメントは、寛容な組織風土等と関連し、健康・仕事態度に不利な結果を持つ。","A","対立直接研究","メタ分析","職場・組織","willness-2007","法的定義・性別多様性・交差性を別途確認","2026-07-12"
"CF-C16","権力の強い主体からの攻撃は、同じ行為名でも影響・対処可能性が異なり得る。","A","対立直接研究","主体・権力","職場・組織","hershcovis-barling-2010","主体分類だけで個別影響を確定しない","2026-07-12"
"CF-C17","被害を訴えた人へ、先にコミュニケーション能力・レジリエンス・赦しを求めることを支持しない。","不支持","混合","被害者非難防止","職場・組織","nielsen-einarsen-2012|fehr-2010|ilo-c190","本人が選ぶ支援と組織の危害停止を優先","2026-07-12"
"CF-C18","双方に言い分があることと、責任・権力・危害が同程度であることは同じではない。","実務原則","混合","偽の対称性","職場・組織","hershcovis-barling-2010|ilo-c190","事実調査と権力・反復性・影響を確認","2026-07-12"
"CF-C19","暴力・ハラスメントの申立てに、共同面談や対面謝罪を一律に要求してはならない。","不支持","公式指針・制度","安全・非強制","職場・組織","ilo-c190|ilo-r206","分離、安全計画、代理・書面、正式調査等を選べるようにする","2026-07-12"
"CF-C20","緊急の安全確保、証拠保全、医療・心理支援、報復防止は、関係修復より先に置く場合がある。","実務原則","公式指針・制度","対応優先順位","職場・組織","ilo-c190|ilo-r206","緊急性・適用制度に応じ専門機関へ","2026-07-12"
"CF-C21","相談件数が少ないことは、対立・ハラスメントが少ない証拠ではない。","A","混合","報告バイアス","職場・組織","morrison-2014|kish-gephart-2009|willness-2007","恐れ、無力感、窓口不信、定義不足を確認","2026-07-12"
"CF-C22","発言や通報をした人が、価値ある情報を持っていても不利益評価を受ける可能性がある。","A","混合","発言リスク","職場・組織","burris-2012|miceli-2008","内容・経路・法的保護を区別","2026-07-12"
"CF-C23","公益通報を、上司との相性問題や守秘義務違反だけとして処理しない。","A","公式指針・制度","通報保護","職場・組織","japan-whistleblower|miceli-2008","通報対象・要件・証拠・外部経路を確認","2026-07-12"
"CF-C24","労組加入・代表活動・団体交渉を、個人の協調性不足や通常の対人葛藤と扱わない。","A","公式指針・制度","集団的権利","職場・組織","ilo-c98|ilo-c135|ilo-c154","批准・国内労使制度を確認","2026-07-12"
"CF-C25","個人間の利害調整と、労働条件を扱う集団的団体交渉は区別する。","A","公式指針・制度","交渉レベル","職場・組織","ilo-c154|japan-labor-adjustment","代表性・交渉権限・法的効果が異なる","2026-07-12"
"CF-C26","分配交渉における強硬・柔軟戦術の効果は、経済結果と社会心理的結果、相手・条件によって異なる。","A","交渉直接研究","メタ分析","職場・組織","huffmeier-2014","分配交渉・実験研究が多い|強硬さや譲歩を万能戦略にしない","2026-07-12"
"CF-C27","立場ではなく優先順位・制約・利益を交換することは、両立可能な条件の発見に役立ち得る。","A","交渉直接研究","情報交換","職場・組織","thompson-1991|weingart-1990","機密・安全・情報格差を考慮","2026-07-12"
"CF-C28","交渉で最初の提示はアンカーになり得るが、極端・虚偽・威圧的提示を正当化しない。","A","交渉直接研究","アンカリング","職場・組織","galinsky-2001","実験中心|関係・規範・評判への副作用","2026-07-12"
"CF-C29","怒り表出は相手の譲歩へ影響し得るが、威圧・ハラスメント・差別的ステレオタイプを戦術化してはならない。","A","交渉直接研究","感情情報","職場・組織","van-kleef-2004","実験・文化・権力差|安全を優先","2026-07-12"
"CF-C30","交渉成果は金銭・条件だけでなく、手続、尊厳、関係、自己評価、将来の実行可能性を含めて評価する。","A","交渉直接研究","主観的価値","職場・組織","curhan-2006|pruitt-1993","満足だけで権利・公平を証明しない","2026-07-12"
"CF-C31","交渉結果の性別差を固定的能力差として説明せず、役割、情報、交渉範囲、社会的反応を調べる。","A","交渉直接研究","ジェンダー・構造","職場・組織","mazei-2015|bowles-2007","二元的性別研究中心|交差性・制度差","2026-07-12"
"CF-C32","「交渉すればよい」という個人助言だけでは、報復・評価・情報・賃金透明性等の構造格差を解消できない。","実務原則","混合","個人化防止","職場・組織","mazei-2015|bowles-2007","組織側の基準・監査・救済を設計","2026-07-12"
"CF-C33","交渉能力を単一スコアにして昇進・報酬・削減対象へ使うことを支持しない。","不支持","交渉直接研究","測定倫理","職場・組織","elfenbein-2008|curhan-2006","相手・課題・情報との相互作用が大きい","2026-07-12"
"CF-C34","BATNAなどの代替案は、退職・法的申立て・安全確保を含み得るが、相手を脅す道具ではなく選択可能性として扱う。","実務原則","混合","代替案設計","職場・組織","huffmeier-2014|ilo-c190","権利行使・法的助言を別途確認","2026-07-12"
"CF-C35","合意案は、担当、期限、資源、例外、確認方法、違反時の経路を文書化する。","実務原則","混合","合意実装","職場・組織","pruitt-1993|behfar-2008","文書化が安全を損なう場合はアクセス制御","2026-07-12"
"CF-C36","合意成立と、長期履行・関係修復・危害停止は同じではない。","A","混合","持続評価","職場・組織","pruitt-1993|lewicki-brinsfield-2017","追跡と再協議を設ける","2026-07-12"
"CF-C37","仲介・調停は中立な場を自動的に保証せず、第三者の権限、利益相反、守秘、強制性、適合性を確認する。","A","混合","第三者統治","職場・組織","wall-2001|latreille-2012","制度・事案の異質性","2026-07-12"
"CF-C38","調停への参加・合意・謝罪・守秘を、雇用継続や評価の条件として不当に強制しない。","実務原則","予防原則に基づく推論","自由意思","職場・組織","bingham-1997|ilo-c190","法定・協約上の手続は別途確認","2026-07-12"
"CF-C39","重大な権利侵害、継続的危険、証拠争い、強い権力差では、調停より調査・保護・裁定が適切な場合がある。","実務原則","混合","適合判断","職場・組織","latreille-2012|ilo-r206|acas-code-2015","本人の選択と法的義務を確認","2026-07-12"
"CF-C40","非公式解決を選んでも、相談記録、反復パターン、報復、安全リスクを適切に保持・監視する。","実務原則","公式指針・制度","記録・再発防止","職場・組織","saundry-2013|ilo-r206","目的限定・アクセス・保存期間を定める","2026-07-12"
"CF-C41","正式調査は、申立人・被申立人双方への先入観のない通知、聴取、証拠、反論機会、理由、再審を設計する。","実務原則","公式指針・制度","調査手続","職場・組織","acas-code-2015|colquitt-scale-2001","安全・守秘・法的要件を調整","2026-07-12"
"CF-C42","「中立」は危害や差別について価値判断を避けることではなく、事実・基準・権利を一貫して扱うことである。","実務原則","混合","中立性境界","職場・組織","colquitt-scale-2001|rupp-2014|ilo-c190","偽の対称性を避ける","2026-07-12"
"CF-C43","調査担当者と支援担当者、決定者、再審者は役割と情報アクセスを分ける。","実務原則","公式指針・制度","役割分離","職場・組織","acas-code-2015|ilo-r206","小規模組織では外部独立性を検討","2026-07-12"
"CF-C44","秘密保持は必要最小限とし、「誰にも話すな」という全面的沈黙命令で相談・代表・医療・法的支援を妨げない。","実務原則","公式指針・制度","守秘境界","職場・組織","ilo-c190|japan-whistleblower","証拠保全・個人情報・名誉への配慮","2026-07-12"
"CF-C45","匿名申立ては即時棄却せず、具体性、裏付け、パターン、安全、反論可能性を評価する。","実務原則","予防原則に基づく推論","匿名情報","職場・組織","ilo-r206|morrison-2014","匿名性の限界を説明|処分判断には十分な手続","2026-07-12"
"CF-C46","申立てが立証されなかったことは、虚偽申立てであることを意味しない。","実務原則","予防原則に基づく推論","立証境界","職場・組織","acas-code-2015|ilo-c190","故意の虚偽と証拠不足を区別","2026-07-12"
"CF-C47","結果通知は、個人情報を守りつつ、調査完了、判断基準、取った措置の種類、再審・相談経路を可能な範囲で示す。","実務原則","公式指針・制度","説明責任","職場・組織","acas-code-2015|colquitt-meta-2001","懲戒詳細等の開示範囲は法・規程で確認","2026-07-12"
"CF-C48","処分だけで終わらず、仕事量、目標、役割、評価、管理職行動、顧客対応、物理・デジタル環境を再設計する。","実務原則","混合","一次予防","職場・組織","escartin-2016|ilo-r206","被害者の配置転換だけで解決しない","2026-07-12"
"CF-C49","被害を受けた人の配置転換・退職だけで危害を消したことにしない。","不支持","公式指針・制度","負担移転","職場・組織","ilo-c190|ilo-r206","本人の希望する保護措置は尊重","2026-07-12"
"CF-C50","謝罪は、何が起きたか、責任、影響、再発防止、補償を具体化しなければ信頼修復を保証しない。","A","混合","謝罪・修復","職場・組織","kim-2004|tomlinson-mayer-2009|lewicki-brinsfield-2017","違反種類・証拠・法的助言|謝罪受領を強制しない","2026-07-12"
"CF-C51","説明、謝罪、補償、制裁、構造改革は異なる修復機能を持ち、どれか一つで代替できない場合がある。","A","混合","多層修復","職場・組織","dirks-2009|lewicki-brinsfield-2017|wenzel-2008","直接職場介入研究は限定","2026-07-12"
"CF-C52","赦し、和解、信頼回復、再び一緒に働くことは別々の選択である。","A","混合","概念分離","職場・組織","fehr-2010|lewicki-brinsfield-2017","被害者にいずれも義務づけない","2026-07-12"
"CF-C53","謝罪したから被害者は赦すべき、という運用を支持しない。","不支持","混合","非強制","職場・組織","fehr-2010|kim-2004","安全・権利・距離を置く選択を尊重","2026-07-12"
"CF-C54","関係修復は、言葉だけでなく、危害停止、行動の一貫性、制度変更、補償、時間による検証を含む。","A","混合","信頼修復","職場・組織","dirks-2009|lewicki-brinsfield-2017","修復不能・不適切な場合もある","2026-07-12"
"CF-C55","被害側と加害側で必要とする承認・地位・受容が異なる可能性があるが、役割を固定化しない。","B","隣接研究","和解ニーズ","職場・組織","shnabel-nadler-2008","集団間実験|職場への直接性限定","2026-07-12"
"CF-C56","制裁と修復は二者択一ではなく、安全確保・規範確認・責任・再統合の目的を分けて設計する。","B","隣接研究","応報・修復","職場・組織","wenzel-2008|okimoto-wenzel-2009","社会心理実験中心|法的・懲戒義務を別途確認","2026-07-12"
"CF-C57","修復的対話は、事実認定・法的救済・処分の代替として自動適用しない。","実務原則","混合","修復的実践境界","職場・組織","wenzel-2008|ilo-c190","自由意思、安全、準備、第三者能力を確認","2026-07-12"
"CF-C58","組織の評判回復より、影響を受けた人の安全・回復・権利と再発防止を優先する。","実務原則","公式指針・制度","優先順位","職場・組織","ilo-c190|ilo-r206","危機広報で事実・相談を抑圧しない","2026-07-12"
"CF-C59","対立件数ゼロを目標にすると、沈黙、隠蔽、退出、報告抑制を成功と誤認し得る。","不支持","混合","指標境界","職場・組織","morrison-2014|kish-gephart-2009","安全な異議、解決時間、再発、健康等を併記","2026-07-12"
"CF-C60","苦情・申立て件数の増加は、問題増加だけでなく、認知・信頼・アクセス改善を表す場合がある。","実務原則","混合","指標解釈","職場・組織","morrison-2014|ilo-r206","内容・重大性・到達・再発と合わせる","2026-07-12"
"CF-C61","対立解決の平均満足度だけで、少数者の安全、権利、報復、格差を判断しない。","実務原則","混合","分配監査","職場・組織","colquitt-meta-2001|rupp-2014","少人数再特定を防ぐ","2026-07-12"
"CF-C62","紛争対応は、結果の公正、手続の公正、尊重ある扱い、十分な説明を分けて評価する。","A","混合","公正4次元","職場・組織","colquitt-scale-2001|colquitt-meta-2001|tyler-blader-2003","公正認知は適法性そのものではない|協力を忠誠義務にしない","2026-07-12"
"CF-C63","説明が丁寧でも、差別・未払い・暴力等の実質的問題を正当化できない。","A","混合","説明限界","職場・組織","greenberg-1993|ilo-c190","権利・分配・是正を別途評価","2026-07-12"
"CF-C64","対立対応のルールは、役職・雇用形態・売上貢献・人気にかかわらず一貫させ、必要な合理的配慮は別に行う。","実務原則","混合","一貫性・衡平","職場・組織","colquitt-scale-2001|ilo-c190","同一扱いと実質的公平を区別","2026-07-12"
"CF-C65","顧客・取引先・オンライン・出張・通勤等で起きる暴力・ハラスメントも、仕事の世界のリスクとして検討する。","A","公式指針・制度","適用範囲","職場・組織","ilo-c190","批准・国内法の範囲を確認","2026-07-12"
"CF-C66","家庭内暴力が仕事へ影響する場合、本人の同意と安全を中心に、休暇・勤務・連絡・紹介等の支援を検討する。","実務原則","公式指針・制度","家庭内暴力影響","職場・組織","ilo-r206","本人を調査・監視しない|緊急時は専門支援へ","2026-07-12"
"CF-C67","日本のパワーハラスメント、セクシュアルハラスメント、妊娠・出産等ハラスメントは、それぞれ現行法・指針で確認する。","A","公式指針・制度","日本制度","職場・組織","japan-labor-policy|japan-equal-opportunity|mhlw-harassment-guidance","個別該当性を一般論で断定しない","2026-07-12"
"CF-C68","日本の個別労働紛争には、社内窓口以外に労働局の相談、助言・指導、あっせん等の制度がある。","A","公式指針・制度","外部救済","職場・組織","japan-individual-disputes","適用・時効・他制度を確認","2026-07-12"
"CF-C69","日本の集団的労使紛争と個別労働紛争では、調整制度・代表・法的効果が異なる。","A","公式指針・制度","制度境界","職場・組織","japan-labor-adjustment|japan-individual-disputes","事案に応じ専門窓口へ","2026-07-12"
"CF-C70","相談者へ、どの情報が誰へ共有され、どこまで秘密にでき、次に何が起きるかを事前に説明する。","実務原則","公式指針・制度","インフォームド選択","職場・組織","ilo-r206|acas-code-2015","完全な秘密を約束しない","2026-07-12"
"CF-C71","窓口利用を本人の直属上司経由に限定せず、複数の内部・外部・代表経路を用意する。","実務原則","公式指針・制度","アクセス","職場・組織","ilo-r206|japan-individual-disputes","言語・障害・勤務帯・雇用形態に対応","2026-07-12"
"CF-C72","調査・仲介担当者の件数、専門性、独立性、時間、二次受傷を含む実施能力を確保する。","実務原則","混合","実装能力","職場・組織","wall-2001|saundry-2013|ilo-r206","形式的窓口だけにしない","2026-07-12"
"CF-C73","管理職研修だけでなく、目標・報酬・要員・評価・顧客契約など対立を生む構造を変える。","実務原則","混合","システム介入","職場・組織","escartin-2016|hershcovis-2007","個人研修の満足度だけで評価しない","2026-07-12"
"CF-C74","対立・ハラスメント調査データを、感情・忠誠心・将来トラブルの個人予測へ転用しない。","不支持","予防原則に基づく推論","データ目的限定","職場・組織","morrison-2014|ilo-r206","アクセス、保存、削除、訂正を設計","2026-07-12"
"CF-C75","生成AIによる相談要約・分類を使う場合も、秘密情報、誤分類、幻覚、アクセス権、人による確認を管理する。","実務原則","予防原則に基づく推論","AI相談支援","職場・組織","ilo-r206","AIへ最終判断を委ねない|個人情報・適用法を確認","2026-07-12"
"CF-C76","匿名化した事例共有でも、部署・役職・時期・少人数属性の組合せによる再特定を防ぐ。","実務原則","予防原則に基づく推論","プライバシー","職場・組織","ilo-r206","学習目的と当事者保護を両立","2026-07-12"
"CF-C77","対応速度は重要だが、早期終結件数を優先して聴取・証拠・安全・再審を省略しない。","実務原則","公式指針・制度","速度・公正","職場・組織","acas-code-2015|colquitt-scale-2001","緊急保護と十分な調査を並行","2026-07-12"
"CF-C78","未解決を失敗と決めつけず、安全な距離、役割分離、異動、契約変更、外部裁定が適切な終結の場合もある。","実務原則","混合","複数の終結","職場・組織","latreille-2012|ilo-c190","本人の自由意思と権利を尊重","2026-07-12"
"CF-C79","紛争対応後は、合意履行、報復、再発、健康、仕事量、離職、チームへの波及を追跡する。","実務原則","混合","長期評価","職場・組織","pruitt-1993|nielsen-einarsen-2012|lewicki-brinsfield-2017","追跡が監視にならないよう同意・目的限定","2026-07-12"
"CF-C80","再発率が低くても、被害者が退職・異動して観察されなくなった可能性を確認する。","実務原則","混合","生存者バイアス","職場・組織","morrison-2014|nielsen-einarsen-2012","人事記録・匿名追跡・退出理由を組み合わせる","2026-07-12"
"CF-C81","公開する紛争データは、定義、分母、重大性、処理経路、期間、欠測、再特定防止、改訂履歴を伴う。","実務原則","混合","オープンデータ統治","職場・組織","ilo-r206|colquitt-meta-2001","透明性で当事者の安全を損なわない","2026-07-12"
"CF-C82","組織は「対立をなくす」のではなく、異議を安全に扱い、危害を止め、権利を守り、必要な関係だけを修復できる能力を評価する。","実務原則","混合","完成原則","職場・組織","de-wit-2012|ilo-c190|morrison-2014|lewicki-brinsfield-2017","すべての関係継続を目的にしない","2026-07-12"
