"id","claim","label","directness","relationship","scope","sources","limits","last_human_verified"
"CD-C43","スキル分類・スキル隣接性・推奨学習を使う場合、定義、根拠、更新日、適用範囲、不確実性、人による訂正を示す。","実務原則","公式指針・制度","AI・分類統治","スキル分類","nist-ai-100|ilo-data","分類体系・モデルの妥当性を用途別に確認","2026-07-12"
"CD-C44","通信、文書、会議、クリック履歴から本人に隠れてスキル・潜在能力・学習意欲を推定し、高不利益判断へ用いることを支持しない。","不支持","予防原則に基づく推論","妥当性・尊厳","秘密推定","ilo-data|nist-ai-100","推定誤差|文脈欠落|萎縮効果|国内法を確認","2026-07-12"
"CD-C45","学習・キャリアデータは目的限定し、推薦、査定、昇進、配置、AI訓練、研究への二次利用を分け、アクセス・訂正・保存期限を設ける。","実務原則","公式指針・制度","個人データ統治","学習データ","ilo-data|nist-ai-100","国内法を確認|匿名化後の再特定","2026-07-12"
"CD-C46","AI学習推薦を必須経路にせず、推薦理由、代替案、非利用の選択、人による相談、訂正、異議を用意する。","実務原則","公式指針・制度","AI統治","AI推薦","nist-ai-100|ilo-data","AI推薦の職場長期効果は発展途上|国内制度を確認","2026-07-12"
"CD-C47","マイクロクレデンシャルは発行者、学習成果、評価方法、量、質保証、レベル、取得日、携帯性を示し、バッジの所持だけを能力証明にしない。","実務原則","公式指針・制度","認証透明性","マイクロクレデンシャル","eu-microcred-2022","EU勧告|雇用者・資格制度による認知差|学習成果の独立検証が必要","2026-07-12"
"CD-C48","資格・修了証の取得数を能力開発の主要KPIにせず、実際の知識・技能、適用、公平、移動、仕事・賃金の改善を追う。","実務原則","混合","評価設計","資格評価","arthur-2003|eu-microcred-2022|ilo-r195","遠い成果ほど他要因が多い","2026-07-12"
"CD-C49","質の高い徒弟制度では、構造化された学習、熟練指導、報酬、労働条件、安全、社会保障、評価・認証、相談・救済を一体にする。","実務原則","公式指針・制度","徒弟制度","徒弟制度","ilo-r208","ILO勧告|国内の雇用・教育制度を確認","2026-07-12"
"CD-C50","インターン・徒弟・研修生という名称で、教育目的・指導・権利・報酬のない通常労働へ置き換えない。","不支持","公式指針・制度","権利・搾取防止","就業学習","ilo-r208|ilo-r195","雇用関係・最低賃金・教育要件は国内法を確認","2026-07-12"
"CD-C51","公開教材はアクセスと再利用を広げ得るが、教材の質、言語、アクセシビリティ、指導、評価、端末・通信を別途整える。","実務原則","公式指針・制度","オープン学習","OER","unesco-oer|unesco-rale","オープンであるだけで効果は保証されない|デジタル格差","2026-07-12"
"CD-C52","教材・学習データ・能力枠組みを公開するとき、著作権、個人情報、機密、アクセシビリティ、版管理を明示する。","実務原則","公式指針・制度","オープン統治","オープンデータ","unesco-oer|ilo-data","国内知的財産・個人情報法を確認","2026-07-12"
"CD-C53","キャリア相談では、組織が望む配置へ誘導する前に、本人の価値、制約、選択肢、情報の不確実性、相談内容の利用範囲を確認する。","実務原則","混合","自己決定・守秘","キャリア相談","heslin-2005|ilo-c142|ilo-data","相談専門職・国内制度を確認","2026-07-12"
"CD-C54","本人が社内昇進、専門深化、横移動、休止、復職、社外移動の複数経路を比較できる情報と相談を用意する。","実務原則","混合","キャリア選択","キャリア経路","devos-2020|ilo-c142|eu-ila-2022","空席・地域・契約条件に依存|雇用保証ではない","2026-07-12"
"CD-C55","能力開発の成果を平均だけでなく、職種、契約、年齢、ジェンダー、障害、勤務帯、拠点、受講前水準別に監査する。","実務原則","混合","分配評価","分配","kyndt-2013|ilo-r195|unesco-rale","少人数の再特定|交差性|法的保護事由は国内法を確認","2026-07-12"
"CD-C56","学習施策の副作用として、時間外負担、仕事量増加、失敗の罰、資格競争、機会格差、監視、離職圧力を追跡する。","実務原則","混合","副作用評価","副作用","salas-2012|parker-2014|ilo-data","副作用指標自体の萎縮効果に注意","2026-07-12"
"CD-C57","学習機会を与えたことを、雇用保障、適正配置、賃金、公正な選考、合理的配慮の代替にしない。","実務原則","公式指針・制度","権利境界","権利","ilo-r195|unesco-rale","国内法・労使制度を確認","2026-07-12"
"CD-C58","研修・キャリア施策は小さく試し、参加、学習、転移、維持、仕事結果、健康、公平、費用、離脱、異議を確認して修正・撤回する。","実務原則","混合","反復評価","改善","salas-2012|bell-2017|nist-ai-100","比較条件・実装度・長期追跡が必要","2026-07-12"
"CD-C59","効果が出なかったとき、受講者を責める前に、ニーズ、内容、設計、指導、練習、支援、適用機会、仕事制度のどこで連鎖が切れたかを調べる。","実務原則","混合","失敗分析","評価","baldwin-1988|blume-2010|salas-2012","複数要因の因果分離が難しい","2026-07-12"
"CD-C60","「70-20-10」等の固定比率を普遍則として配分せず、職務、技能、リスク、学習者、証拠に応じて正式学習・経験・関係学習を設計する。","不支持","予防原則に基づく推論","比率処方の非一般化","学習ポートフォリオ","noe-2014|tynjala-2008|salas-2012","比率自体を直接比較した強い証拠は限定|経験学習の否定ではない","2026-07-12"
"CD-C61","一度の修了を永続的能力とみなさず、技能の使用頻度、危険度、変化速度に応じて保持確認・再練習・更新を設ける。","実務原則","混合","保持と再学習","技能維持","cepeda-2006|baldwin-1988|salas-2012","技能別の低下速度を確認|安全重要領域は専門基準を優先","2026-07-12"
"CD-C62","既修得学習の認定では、学校歴だけでなく職務・地域・家庭・市民活動等で得た能力を、透明な基準と複数証拠で評価する。","実務原則","公式指針・制度","認定と包摂","既修得学習","ilo-r195|eu-microcred-2022|unesco-rale","資格制度・評価者能力・国内制度を確認|家庭責任の自己開示を強制しない","2026-07-12"
"CD-C63","法令・安全・業務上の必須研修では、目的、勤務時間扱い、費用、アクセシビリティ、到達支援、未修了時の手続を事前に明示する。","実務原則","混合","必須学習の統治","必須研修","salas-2012|ilo-r195|ilo-r208","義務・労働時間・不利益手続は国内法を確認","2026-07-12"
"CD-C64","配置転換、職務消滅、離職を伴う能力転換では、学習提供だけでなく、所得・時間・相談、実習、選考、配置、移動後支援を設ける。","実務原則","公式指針・制度","公正な移行","キャリア移行","ilo-c142|ilo-r195|eu-ila-2022","雇用・社会保障・訓練制度は国により異なる|移動成功を保証しない","2026-07-12"
"CD-C65","生成AI等を学習支援に使う場合、出力の正確性・出典・機密性・偏り・アクセシビリティを確認し、重要技能では人の指導と実技評価を残す。","実務原則","混合","AI学習支援","AI学習支援","nist-ai-100|ilo-data|salas-2012","生成AI固有の職場長期効果は発展途上|用途・モデル更新ごとに再評価","2026-07-12"
