"id","claim","label","directness","relationship","scope","sources","limits","last_human_verified"
"FW-C11","フレックスタイムと柔軟な場所は異なる制度であり、利用可能性、実際の統制、予測可能性、業務量を分ける。","A","柔軟勤務直接研究","観察・統合","柔軟性","shockley-2007|lambert-2014","自己報告・制度差|利用可能性と利用を区別","2026-07-12"
"FW-C12","柔軟性が組織側だけの呼出し・変動・待機を意味する場合、労働者の時間統制とは逆になり得る。","A","柔軟勤務直接研究","観察・統合","時間統制","schneider-2019|lambert-2014","米国サービス業中心|国内法・契約差","2026-07-12"
"FW-C13","勤務予定の予測不能性は、睡眠、心理的苦痛、生活調整等と関連するため、通知期間、変更、キャンセル、最低時間を監査する。","A","柔軟勤務直接研究","大規模観察研究","予測可能性","schneider-2019|eu-predictable-2019","観察研究・国差|法的最低基準は国内制度を確認","2026-07-12"
"FW-C14","フレックスタイム・圧縮勤務には平均的利点があるが、長い1日の疲労、安全、ケア、通勤、休息を別途確認する。","A","柔軟勤務直接研究","メタ分析","圧縮勤務","baltes-1999|eu-working-time-2003","古い研究群|制度・職種差|国内法を確認","2026-07-12"
"FW-C15","柔軟勤務が業績と正に関連する研究はあるが、選抜・逆因果・利用者の仕事強化を踏まえ、無償の追加努力を成果に含めない。","A","柔軟勤務直接研究","体系的レビュー・観察","仕事強度","demenezes-2011|kelliher-2010","観察研究中心|業績測定差","2026-07-12"
"FW-C16","柔軟勤務利用者をコミットメント不足とみなすキャリア罰を監査し、利用理由の推測で評価を変えない。","B","柔軟勤務直接研究","複数フィールド研究","柔軟性スティグマ","leslie-2012","米国中心|観察・シナリオ研究|制度差","2026-07-12"
"FW-C17","結果志向と管理職の家族支援を組み合わせた職場介入は、仕事家庭葛藤・ウェルビーイングを改善し得る。","A","柔軟勤務直接研究","クラスター無作為介入","組織介入","kelly-2014|moen-2016","特定企業・職種|複合介入|組織再編","2026-07-12"
"FW-C18","柔軟勤務を本人と上司の個別交渉だけにせず、職務基準、申請、理由、再審査、試行、見直し、群別利用・結果を制度化する。","実務原則","混合","公正手続","申請","leslie-2012|eu-wlb-2019","申請権・承認義務は国内法を確認","2026-07-12"
"FW-C19","仕事と生活の境界には分断・統合の好みがあり、全員へ即時応答・完全遮断の同じ方法を強制しない。","B","柔軟勤務直接研究","概念・測定","境界選好","ashforth-2000|clark-2000|kossek-2012|allen-2014-boundary","概念・自己報告|文化・仕事・家庭差","2026-07-12"
"FW-C20","境界管理を個人の自己管理だけにせず、仕事量、連絡規範、顧客対応、時差、評価、管理職行動を変える。","A","混合","統合・縦断","境界管理","wepfer-2018|wendsche-2017","観察研究中心|因果方向","2026-07-12"
"FW-C21","勤務時間外のスマートフォン利用と迅速応答圧力は、心理的離脱・疲労・睡眠等と関連し得る。","A","柔軟勤務直接研究","日誌・測定研究","勤務時間外連絡","derks-2014|barber-2015","自己報告・観察|技術・職種差","2026-07-12"
"FW-C22","「送信してよい」と「返信を期待する」を分け、緊急度、担当、応答期限、翌営業日送信、時差・休暇表示を定める。","実務原則","混合","連絡設計","連絡規範","barber-2015|eu-working-time-2003","緊急業務・オンコールは別制度|国内法を確認","2026-07-12"
"FW-C23","つながらない権利を個人の通知オフだけにせず、業務量、顧客契約、要員、管理職評価、違反時の相談・是正へ接続する。","実務原則","混合","休息と制度","切断","wendsche-2017|eu-working-time-2003","法的権利の有無・範囲は国により異なる","2026-07-12"
"FW-C24","心理的離脱、リラックス、熟達、余暇の統制は回復の異なる側面であり、回復得点を本人の健康責任へ使わない。","A","柔軟勤務隣接研究","測定・メタ分析","回復","sonnentag-2007|wendsche-2017","自己報告・相関中心|仕事条件を別途測定","2026-07-12"
"FW-C25","休憩を会議・連絡・移動準備で侵食せず、取れる時間、場所、代替要員、業務停止可能性を設計する。","実務原則","公式指針・制度","休息設計","休憩","eu-working-time-2003|ilo-c014","休憩・休息要件は国内法・職種で異なる","2026-07-12"
"FW-C26","長時間労働は集団レベルで心血管・精神健康等のリスクと関連し、在宅勤務でも見えなくならないよう実時間と負担を確認する。","A","柔軟勤務隣接研究","体系的分析・レビュー","長時間労働","pega-2021|virtanen-2012|bannai-2014","観察・推計|個人リスクの断定ではない|国・職種差","2026-07-12"
"FW-C27","労働時間を増やしても産出が比例せず時間当たり生産性が低下する場合があるため、長時間を貢献の代理にしない。","A","柔軟勤務隣接研究","フィールド分析","生産性","pencavel-2015|collewet-2017","製造・歴史的データ中心|知識労働への一般化","2026-07-12"
"FW-C28","在席時間、オンライン状態、始業前・終業後メールをコミットメントや業績の代理にしない。","不支持","予防原則に基づく推論","測定妥当性・健康","プレゼンティーイズム","allen-2015|barber-2015|ilo-data","職務関連の可用性要件は別途定義|国内法を確認","2026-07-12"
"FW-C29","夜勤・交代制では、概日リズム、睡眠、連続勤務、回転方向、開始時刻、休息、通勤、安全、年齢・健康を一体で評価する。","A","柔軟勤務直接研究","統合レビュー","交代制","kecklund-2016|folkard-2003|ilo-c171","職種・シフト・個人差|医療判断は専門家へ","2026-07-12"
"FW-C30","夜勤の健康評価を雇用排除に使わず、守秘、本人への結果説明、勤務変更・日勤移行等の選択を用意する。","実務原則","公式指針・制度","健康保護と差別防止","夜勤健康","ilo-c171|eu-working-time-2003|ilo-data","国内労働・医療・差別法を確認","2026-07-12"
"FW-C31","オンコール・待機は呼出回数だけでなく、行動制約、予測可能性、睡眠、応答時間、補償、翌勤務を評価する。","実務原則","混合","可用性と休息","オンコール","eu-working-time-2003|eu-predictable-2019","労働時間該当性・補償は国内法・判例を確認","2026-07-12"
"FW-C32","会議負荷は日々の疲労・仕事量感と関連し得るため、時間だけでなく目的、人数、準備、決定、代替手段を監査する。","B","柔軟勤務直接研究","日誌・フィールド研究","会議","luong-2005|rogelberg-2006","研究年代・自己報告|オンライン会議への一般化","2026-07-12"
"FW-C33","同期会議を協働の既定値にせず、文書・非同期レビュー・少人数判断・録画・字幕等を目的と時差に合わせる。","実務原則","混合","協働設計","非同期","yang-2022|rogelberg-2006","非同期化の直接介入証拠限定|機密・アクセシビリティ","2026-07-12"
"FW-C34","通勤短縮は時間・ウェルビーイング上の利点になり得るが、住居・交通・ケア・出社費用の分配を平均で隠さない。","B","柔軟勤務直接研究","観察・実験","通勤","stutzer-2008|bloom-2015","国・交通・住居選択差|因果方向","2026-07-12"
"FW-C35","出社日を「文化のため」とだけ説明せず、必要な共同作業、設備、学習、関係、顧客対応を特定し、目的達成を評価する。","実務原則","混合","目的からの設計","出社","allen-2015|yang-2022","出社頻度の最適値は仕事・組織で異なる","2026-07-12"
"FW-C36","出社・在宅の選択を地位・好感度・昇進可能性の代理にせず、可視性、重要案件、情報、スポンサー、評価の差を監査する。","B","混合","孤立・キャリア罰","近接性バイアス","golden-2008|leslie-2012","観察研究中心|現代ハイブリッドの長期証拠限定","2026-07-12"
"FW-C37","リモート管理を常時監視へ置き換えず、期待成果、依存関係、支援、チェックポイント、相談、本人の裁量を明示する。","実務原則","混合","仕事設計・データ権利","管理","wang-2021|ilo-data","職務・安全・規制要件を確認","2026-07-12"
"FW-C38","キーストローク、スクリーンショット、カメラ、位置、オンライン状態等の監視は、必要性、比例性、目的、精度、閲覧、保存、異議を事前評価する。","実務原則","公式指針・制度","労働者データ統治","監視","ilo-data|nist-ai-100","国内個人情報・労働法を確認|同意の自由度","2026-07-12"
"FW-C39","デジタル活動量から集中、協働、感情、健康、忠誠心を秘密推定し、評価・雇用判断へ用いることを支持しない。","不支持","予防原則に基づく推論","妥当性・尊厳","秘密推定","ilo-data|nist-ai-100","推定妥当性・萎縮効果|国内法を確認","2026-07-12"
"FW-C40","遠隔勤務データは勤務支援、セキュリティ、労働時間、評価、研究、AI訓練への用途を分け、アクセス・訂正・保存期限を設ける。","実務原則","公式指針・制度","目的限定","データ","ilo-data|nist-ai-100","国内法・匿名化後の再特定を確認","2026-07-12"
"FW-C41","短時間勤務を低い責任・成長意欲の代理にせず、時間比例できる仕事、引継ぎ、会議、情報、評価、昇進、福利厚生を設計する。","実務原則","公式指針・制度","パートタイム平等待遇","短時間勤務","ilo-c175|ilo-c156","国内法・比較可能労働者・社会保障を確認","2026-07-12"
"FW-C42","ジョブシェアでは二人分の暗黙負担にせず、責任、引継ぎ、重複時間、情報、評価、報酬、代替時の扱いを明示する。","実務原則","混合","仕事分担設計","ジョブシェア","ilo-c175|allen-2014-boundary","ジョブシェア固有の強い介入証拠限定|国内制度を確認","2026-07-12"
"FW-C43","親・介護者だけを柔軟勤務の対象にせず、健康、障害、学習、地域活動等の多様な生活を尊重しつつ、必要度と職務条件を透明に扱う。","実務原則","公式指針・制度","普遍性と必要配慮","生活","ilo-c156|eu-wlb-2019","法定権利・優先順位は国内制度を確認","2026-07-12"
"FW-C44","柔軟勤務の申請理由を必要以上に収集せず、健康・障害・家族情報の閲覧者、利用目的、保存、削除を限定する。","実務原則","公式指針・制度","申請データ保護","プライバシー","ilo-data|eu-wlb-2019","国内法・合理的配慮手続を確認","2026-07-12"
"FW-C45","現場職に在宅勤務を提供できない場合も、時間選択、予測可能性、交代、休暇、通勤、休憩、業務量等の別の柔軟性を検討する。","実務原則","混合","職種間公平","現場職","lambert-2014|eu-predictable-2019","安全・顧客・設備制約|同一制度と公平を区別","2026-07-12"
"FW-C46","柔軟勤務の公平を同じ日数・制度で測らず、誰が選べるか、誰が費用・リスクを負うか、仕事・賃金・昇進・健康結果を比較する。","実務原則","混合","分配評価","公平","leslie-2012|schneider-2019|ilo-c175","少人数の再特定|職務差・本人選好","2026-07-12"
"FW-C47","制度利用率を平均だけでなく、職種、契約、勤務帯、拠点、ジェンダー、障害、ケア、年齢、管理職別に監査する。","実務原則","混合","群別監査","利用格差","eu-wlb-2019|ilo-c156|ilo-c175","少人数の再特定|法的属性データを確認","2026-07-12"
"FW-C48","利用しない理由も、希望なし、業務不適合、上司拒否、キャリア不安、住環境、孤立、費用、技術等に分ける。","実務原則","混合","選択と障壁","非利用","allen-2015|leslie-2012|oakman-2020","自己報告・理由の重なり|回答守秘","2026-07-12"
"FW-C49","制度導入時は本人、同僚、管理職、顧客・利用者、現場支援者への仕事・時間・負担移転を図示する。","実務原則","混合","システム境界","負担移転","kelly-2014|kelliher-2010","複合因果・不可視労働|関係者の守秘","2026-07-12"
"FW-C50","柔軟勤務を人員削減・固定費削減だけの手段にすると、仕事強度、設備費転嫁、孤立、支援不足が生じ得るため副作用を追う。","実務原則","混合","副作用評価","コスト移転","kelliher-2010|oakman-2020","因果研究限定|組織文脈差","2026-07-12"
"FW-C51","4日勤務制・週労働時間短縮は、日数、総時間、賃金、業務量、要員、休息、顧客対応を区別し、名称だけで効果を推定しない。","実務原則","予防原則に基づく推論","概念分離","4日制","pencavel-2015|baltes-1999","4日制固有の長期・比較研究は発展途上|国・職種差","2026-07-12"
"FW-C52","労働時間短縮で同じ仕事量を圧縮しないよう、廃止・簡素化・優先順位・要員・会議・顧客契約を同時に見直す。","実務原則","混合","業務量再設計","時間短縮","pencavel-2015|rogelberg-2006","短縮施策固有の直接証拠限定","2026-07-12"
"FW-C53","年次休暇・休息を取得率だけでなく、連続性、連絡遮断、代替要員、復帰後の仕事量、取得による不利益で評価する。","実務原則","公式指針・制度","実質的休息","休暇","eu-working-time-2003|ilo-c014","休暇権・時季変更等は国内法を確認","2026-07-12"
"FW-C54","勤務記録は賃金・健康・要員計画・休息保護のために用い、個人ランキングや常時監視へ目的外利用しない。","実務原則","公式指針・制度","時間データ統治","勤務記録","eu-working-time-2003|ilo-data","記録義務・保存・閲覧は国内法を確認","2026-07-12"
"FW-C55","自己申告の労働時間だけでなく、会議、準備、連絡、移動、待機、持ち帰り、複数仕事を含む実労働を確認する。","実務原則","混合","測定範囲","実労働","pega-2021|eu-working-time-2003","労働時間該当性は国内法・判例を確認|プライバシー","2026-07-12"
"FW-C56","制度成果は、生産性だけでなく、品質、安全、協働、学習、健康、睡眠、生活、定着、公平、顧客・公益で評価する。","実務原則","混合","多次元成果","成果","allen-2015|charalampous-2019|kecklund-2016","遠い成果ほど他要因が多い","2026-07-12"
"FW-C57","柔軟勤務の満足度だけでなく、希望と実際の適合、選択可能性、変更可能性、不利益の有無を測る。","実務原則","混合","選好適合","適合","kossek-2012|allen-2014-boundary","自己報告|希望は時間とともに変わる","2026-07-12"
"FW-C58","本人の希望を固定せず、入社、役割変更、健康・ケア変化、季節、チーム再編時に働き方を再選択できるようにする。","実務原則","混合","動的適合","再選択","allen-2014-boundary|eu-wlb-2019","職務・制度制約|法的権利範囲を確認","2026-07-12"
"FW-C59","制度試行では、参加・非参加の自己選択を記録し、平均効果だけでなく誰に合わなかったかを確認する。","実務原則","混合","試行評価","試行","bloom-2015|bloom-2024","試行参加の選抜|小標本・再特定","2026-07-12"
"FW-C60","制度変更は小さく試し、実装、業務量、時間、健康、協働、格差、監視、相談を確認して修正・撤回する。","実務原則","混合","反復設計","改善","kelly-2014|moen-2016|nist-ai-100","試行中の権利・安全を守る|比較条件・実装度","2026-07-12"
"FW-C61","緊急・障害対応と通常運用を分け、パンデミック期の強制在宅・学校閉鎖下の結果を平時の選択的テレワークへそのまま適用しない。","実務原則","柔軟勤務直接研究","文脈境界","緊急時","wang-2021|oakman-2020|barrero-2023","危機・国・時期差","2026-07-12"
"FW-C62","セキュリティ対策は必要だが、監視強化だけでなく端末、権限、訓練、支援、事故報告、家庭内プライバシーを設計する。","実務原則","混合","技術・人・制度","セキュリティ","ilo-data|nist-ai-100","情報セキュリティ専門評価が必要|国内法","2026-07-12"
"FW-C63","時差を利用するチームでは、重複時間、引継ぎ、応答期限、夜間会議の持回り、祝日・休暇を公平に設計する。","実務原則","混合","時差協働","時差","choudhury-2021|barber-2015","直接介入研究限定|国際労務・休日制度を確認","2026-07-12"
"FW-C64","カメラ常時オンや自宅背景の公開を参加・集中の条件にせず、音声、チャット、匿名、録画、仮想背景等の選択を用意する。","実務原則","公式指針・制度","プライバシー・参加","オンライン会議","ilo-data|wang-2021","業務・安全上の本人確認要件を別途定義","2026-07-12"
"FW-C65","遠隔・短時間・夜勤・現場の人が重要情報を後から取得できる文書、決定ログ、担当、期限、質問経路を整える。","実務原則","混合","情報アクセス","情報","yang-2022|ilo-c175","機密・情報過多・更新責任","2026-07-12"
"FW-C66","管理職自身の深夜送信・長時間在席・休暇中応答が暗黙規範になるため、言葉だけでなく行動と評価制度を合わせる。","実務原則","混合","規範・モデリング","管理職","barber-2015|kelliher-2010","直接介入証拠限定|緊急業務を区別","2026-07-12"
"FW-C67","働く場所・時間の違いを人格、信頼、自己管理能力のラベルにせず、具体的な成果・依存関係・支援ニーズを話す。","実務原則","混合","非スティグマ化","対話","leslie-2012|allen-2015","評価基準・職務差を確認","2026-07-12"
"FW-C68","制度の例外は口頭の恩恵にせず、理由、期間、再評価、同様案件の取扱い、異議経路を記録する。","実務原則","公式指針・制度","手続的公正","例外","eu-wlb-2019|eu-predictable-2019","個人情報・国内法を確認","2026-07-12"
"FW-C69","申請拒否・勤務予定変更・監視・時間記録への異議には、理由、証拠、期限、人による再審査、訂正、報復防止を設ける。","実務原則","公式指針・制度","異議・救済","異議","eu-wlb-2019|eu-predictable-2019|ilo-data","国内法・労使制度を確認","2026-07-12"
"FW-C70","柔軟な働き方の方針は、選べる制度だけでなく、最低限守る時間・休息・賃金・安全・プライバシーと救済を公開する。","実務原則","公式指針・制度","公開性・権利","透明性","ilo-c001|eu-working-time-2003|ilo-data","国内法・労使制度を確認","2026-07-12"
"FW-C71","在宅勤務を育児・介護サービスの代替とせず、ケア中断、緊急時、通常期を分け、仕事量・時間・休暇・支援を調整する。","実務原則","混合","ケアと仕事の両立","在宅とケア","wang-2021|ilo-c156|eu-wlb-2019","家族形態・法定休暇・本人希望は国内制度で確認","2026-07-12"
"FW-C72","自宅が安全・静穏であると仮定せず、家庭内暴力等の影響がある場合に安全な代替場所、連絡方法、休暇、相談、守秘を本人の希望と安全に沿って用意する。","実務原則","公式指針・制度","家庭内暴力と仕事","家庭の安全","ilo-c190|ilo-r206","緊急時は地域の専門機関・法執行等へ接続|国内法・安全計画を確認","2026-07-12"
"FW-C73","つながらない権利の方針には、切断時間、緊急例外、送信・応答期待、時間記録、補償、管理職責任、不利益取扱い防止、異議を含める。","実務原則","公式指針・制度","切断権の具体化","切断権","eu-disconnect-2021|eu-working-time-2003|barber-2015","欧州議会決議は直接適用法ではない|国内法・労使制度を確認","2026-07-12"
"FW-C74","アルゴリズムがシフト、仕事配分、報酬、評価、アカウント停止を決める場合、目的、主要要因、制約、記録、人による再審査、訂正、異議を示す。","実務原則","公式指針・制度","アルゴリズム管理","アルゴリズム勤務","eu-platform-2024|nist-ai-100|ilo-data","EU指令の適用範囲・国内実装を確認|日本へ直接適用されない","2026-07-12"
"FW-C75","体調不良時の在宅勤務を病気休暇・回復の代替として暗黙に期待せず、休む選択、業務引継ぎ、復職・配慮を設計する。","実務原則","混合","健康と休息","病気と在宅","who-2022|oakman-2020|eu-working-time-2003","病気休暇・就業制限・医療判断は国内制度と専門家を確認","2026-07-12"
